SoundFile,Correct,Correct2,Type,Trial,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,ThankyouMssg.started,ThankyouMssg.stopped,CompletionCode.started,CompletionCode.stopped,ExitTxt.started,ExitTxt.stopped,ExitKey.keys,ExitKey.rt,ExitKey.started,ExitKey.stopped,CodeTxt.started,CodeTxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.368023599963635,None,space,1.1542247999459505,44.368023599963635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Elephant_C.wav,2,3,NEW,A,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.368023599963635,None,45.64778390014544,None,47.09774838013109,None,47.095782899996266,None,47.095782899996266,None,49.9649809000548,None,3,1,0.8333119000308216,49.9649809000548,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/NoRepeat/Thunder_A.wav,2,3,NEW,A,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.82120839995332,None,52.34790552002377,None,52.35491110011935,None,52.35491110011935,None,55.23190740006976,None,3,1,0.19353509997017682,55.23190740006976,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Chime_B.wav,2,3,NEW,A,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.45188209996559,None,56.98089962000958,None,56.987999400123954,None,56.987999400123954,None,59.81498740008101,None,3,1,0.14153819996863604,59.81498740008101,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/NoRepeat/Toilet_B.wav,2,3,NEW,A,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.985281200148165,None,61.514405219955364,None,61.51094110007398,None,61.51094110007398,None,64.38155860011466,None,3,1,0.49123829999007285,64.38155860011466,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Test/Foils/Typing.wav,2,3,NEW,A,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.89912740001455,None,66.43072802005335,None,66.43540860014036,None,66.43540860014036,None,69.29822989995591,None,3,1,0.39878969988785684,69.29822989995591,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Pour_E.wav,2,3,NEW,A,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.71704569994472,None,71.28094844012521,None,71.28831319999881,None,71.28831319999881,None,74.16458250000142,None,3,1,0.3543785000219941,74.16458250000142,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/NoRepeat/Sleighbells_B.wav,2,3,NEW,A,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54870510008186,None,76.08342312010936,None,76.0899126001168,None,76.0899126001168,None,78.51477420004085,None,3,1,0.259031199850142,78.51477420004085,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/Repeat/Buzz.wav,2,3,NEW,A,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.79933900013566,None,80.3306220200844,None,80.32385780010372,None,80.32385780010372,None,82.63166390010156,None,3,1,0.25376460002735257,82.63166390010156,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Baby_F.wav,2,3,NEW,A,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.91633370006457,None,84.44748242003843,None,84.4577240999788,None,84.4577240999788,None,86.73159250011668,None,3,1,0.3483736999332905,86.73159250011668,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/NoRepeat/Thunder_A.wav,1,1,OLD,A,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0979709001258,None,88.61385332015342,None,88.61306370003149,None,88.61306370003149,None,91.48154680011794,None,1,1,0.36210240004584193,91.48154680011794,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/NoRepeat/Mosquito_B.wav,2,3,NEW,A,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.86388349998742,None,93.38042931994423,None,93.3796602000948,None,93.3796602000948,None,95.53139610006474,None,3,1,0.612544999923557,95.53139610006474,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Test/Foils/DialTone.wav,2,3,NEW,A,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.16695660003461,None,97.69724111994728,None,97.70297360001132,None,97.70297360001132,None,100.21463750000112,None,3,1,1.781144900014624,100.21463750000112,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Elephant_D.wav,2,2,SIMILAR,A,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.02063559996895,None,103.56686198010574,None,103.56543620000593,None,103.56543620000593,None,106.43149899994023,None,2,1,0.5157516000326723,106.43149899994023,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/Doubled/Writing_A.wav,2,3,NEW,A,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.96597540006042,None,108.49726212015375,None,108.49378419993445,None,108.49378419993445,None,111.197767799953,None,3,1,0.5382694997824728,111.197767799953,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Faucet_D.wav,2,3,NEW,A,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.76655780011788,None,113.31402088000904,None,113.32102179992944,None,113.32102179992944,None,115.79773310013115,None,3,1,0.4510023999027908,115.79773310013115,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Test/Foils/Typing.wav,1,1,OLD,A,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.26867210003547,None,117.78067765997257,None,117.79010430001654,None,117.79010430001654,None,120.64769130013883,None,1,1,0.12398789986036718,120.64769130013883,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/NoRepeat/Sleighbells_B.wav,1,1,OLD,A,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.80103690014221,None,122.31330065994989,None,122.32069319998845,None,122.32069319998845,None,124.74765660008416,None,1,1,0.12800020002759993,124.74765660008416,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Test/Foils/Wind_B.wav,2,3,NEW,A,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.89856020011939,None,126.43002452016808,None,126.43294299999252,None,126.43294299999252,None,129.1644657999277,None,3,1,0.3936402997933328,129.1644657999277,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/NoRepeat/Toilet_B.wav,1,1,OLD,A,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.581573799951,None,131.09698355996517,None,131.10562389995903,None,131.10562389995903,None,133.98114589997567,None,3,0,0.2367094000801444,133.98114589997567,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Pour_C.wav,2,2,SIMILAR,A,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.24961520009674,None,135.78009241996335,None,135.789408700075,None,135.789408700075,None,138.6644172000233,None,2,1,0.6731085998471826,138.6644172000233,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Chime_A.wav,2,2,SIMILAR,A,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.36345840012655,None,140.87996012009683,None,140.89035080000758,None,140.89035080000758,None,143.71364570013247,None,1,0,0.7548591000959277,143.71364570013247,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/Repeat/Buzz.wav,1,1,OLD,A,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.4982223000843,None,146.0131895601051,None,146.01888330001384,None,146.01888330001384,None,148.330888699973,None,1,1,3.331917000003159,148.330888699973,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Writing_C.wav,2,2,SIMILAR,A,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.68425390007906,None,153.2120434200857,None,153.21716270013712,None,153.21716270013712,None,155.92949960008264,None,2,1,0.6335169000085443,155.92949960008264,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/NoRepeat/Mosquito_B.wav,1,1,OLD,A,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.57909280015156,None,158.07957016008442,None,158.08920889999717,None,158.08920889999717,None,160.2305054999888,None,3,0,0.3950912000145763,160.2305054999888,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Cough_A.wav,2,3,NEW,A,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.64671140001155,None,162.16313672009858,None,162.16680260002613,None,162.16680260002613,None,163.88076590001583,None,3,1,0.41874870005995035,163.88076590001583,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Test/Foils/DialTone.wav,1,1,OLD,A,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.33564430009574,None,165.84643446009142,None,165.85493259993382,None,165.85493259993382,None,168.36415460007265,None,3,0,0.2937827999703586,168.36415460007265,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/NoRepeat/Puff_A.wav,2,3,NEW,A,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.68536689993925,None,170.2132894200273,None,170.2079851999879,None,170.2079851999879,None,171.89713350008242,None,3,1,0.40386529988609254,171.89713350008242,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Test/Foils/Heartbeat.wav,2,3,NEW,A,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.33286600001156,None,173.86343431998978,None,173.86718970001675,None,173.86718970001675,None,176.28057719999924,None,3,1,0.2692585000768304,176.28057719999924,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/Repeat/IceDrop.wav,2,3,NEW,A,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.58114310004748,None,178.12987478005235,None,178.12174859992228,None,178.12174859992228,None,180.88047630013898,None,3,1,0.3708838999737054,180.88047630013898,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Bird_D.wav,2,3,NEW,A,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.28209260012954,None,182.81295892004857,None,182.80948649998754,None,182.80948649998754,None,184.14707650011405,None,3,1,0.3198246001265943,184.14707650011405,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Baby_E.wav,2,2,SIMILAR,A,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.49753089994192,None,186.02952172015796,None,186.02745359996334,None,186.02745359996334,None,188.29689260013402,None,2,1,1.4665634999983013,188.29689260013402,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Faucet_C.wav,2,2,SIMILAR,A,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.78455590014346,None,191.31280142012986,None,191.31885170005262,None,191.31885170005262,None,193.79707390000112,None,2,1,0.7424437999725342,193.79707390000112,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Duck_A.wav,2,3,NEW,A,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.564137800131,None,196.0961550200824,None,196.09858190012164,None,196.09858190012164,None,198.1970266001299,None,3,1,0.4457979998551309,198.1970266001299,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Laugh_C.wav,2,3,NEW,A,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.66363220009953,None,200.1794085201342,None,200.18806660012342,None,200.18806660012342,None,203.04674779996276,None,3,1,0.3780441000126302,203.04674779996276,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Test/Foils/Wind_B.wav,1,1,OLD,A,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.44829989993013,None,204.96276045993437,None,204.9715036000125,None,204.9715036000125,None,207.7137434000615,None,3,0,0.3091890001669526,207.7137434000615,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Initial/Doubled/Chicken_A.wav,2,3,NEW,A,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.04809950012714,None,209.56264655997512,None,209.57120130001567,None,209.57120130001567,None,211.246898900019,None,3,1,0.44388090004213154,211.246898900019,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
Test/Lures/Guitar_B.wav,2,3,NEW,A,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.7164837999735,None,213.24492072002033,None,213.2483787999954,None,213.2483787999954,None,215.57894550007768,None,3,1,0.26157380011864007,215.57894550007768,None,,,,,,,,,,,,,,001,2021_Mar_01_1800,GuessTheSound,2020.2.10,60.13098936462583,
